Código;Nome;Categoria;Referência;Preço;Preço de venda;Em promoção;Estoque;Disponível;URL imagem;URL produto;Descrição
10205;215 - HAI 06;FIGURINHAS;;1.50;1.50;NAO;10;SIM;https://images.tcdn.com.br/img/img_prod/1457323/215_hai_06_10205_1_7a2136deebf8f7f05268ff786285fa6e.png;https://www.mgafigurinhas.com.br/figurinhas/215-hai-06;
10207;216 - HAI 07;FIGURINHAS;;1.50;1.50;NAO;13;SIM;https://images.tcdn.com.br/img/img_prod/1457323/216_hai_07_10207_1_8491d4bbb8981d0126dc526f2a4f5448.png;https://www.mgafigurinhas.com.br/figurinhas/216-hai-07;
11749;217 - HAI 08;FIGURINHAS;;1.50;1.50;NAO;18;SIM;https://images.tcdn.com.br/img/img_prod/1457323/217_hai_08_11749_1_33a3b1127c53b179b18e8dd3ff981537.png;https://www.mgafigurinhas.com.br/figurinhas/217-hai-08;
10211;218 - HAI 09;FIGURINHAS;;1.50;1.50;NAO;19;SIM;https://images.tcdn.com.br/img/img_prod/1457323/218_hai_09_10211_1_bbb19467046605e17b9f733777a03d5a.png;https://www.mgafigurinhas.com.br/figurinhas/218-hai-09;
10213;219 - HAI 10;FIGURINHAS;;1.50;1.50;NAO;9;SIM;https://images.tcdn.com.br/img/img_prod/1457323/219_hai_10_10213_1_3962e7e454e13119d5c48fa4a95b8ae8.png;https://www.mgafigurinhas.com.br/figurinhas/219-hai-10;
10215;220 - HAI 11;FIGURINHAS;;1.50;1.50;NAO;10;SIM;https://images.tcdn.com.br/img/img_prod/1457323/220_hai_11_10215_1_9cffc5d0c6366c66588447cea87793cd.png;https://www.mgafigurinhas.com.br/figurinhas/220-hai-11;
11751;221 - HAI 12;FIGURINHAS;;1.50;1.50;NAO;18;SIM;https://images.tcdn.com.br/img/img_prod/1457323/221_hai_12_11751_1_f38ce7c7f992a578f582eee243ebd03b.png;https://www.mgafigurinhas.com.br/figurinhas/221-hai-12;
10217;222 - HAI 13;FIGURINHAS;;3.00;3.00;NAO;11;SIM;https://images.tcdn.com.br/img/img_prod/1457323/222_hai_13_10217_1_b3a366a0ea8198010fa52385e0eaaa5e.png;https://www.mgafigurinhas.com.br/figurinhas/222-hai-13;
10221;223 - HAI 14;FIGURINHAS;;1.50;1.50;NAO;20;SIM;https://images.tcdn.com.br/img/img_prod/1457323/223_hai_14_10221_1_6c2bb78397f965d2db6b44c84446d798.png;https://www.mgafigurinhas.com.br/figurinhas/223-hai-14;
10223;224 - HAI 15;FIGURINHAS;;1.50;1.50;NAO;17;SIM;https://images.tcdn.com.br/img/img_prod/1457323/224_hai_15_10223_1_5f2f7f9d0d2b204313cd068baf2d3280.png;https://www.mgafigurinhas.com.br/figurinhas/224-hai-15;
10225;225 - HAI 16;FIGURINHAS;;1.50;1.50;NAO;8;SIM;https://images.tcdn.com.br/img/img_prod/1457323/225_hai_16_10225_1_971c7c5da6db9975458e78c27ebf7a96.png;https://www.mgafigurinhas.com.br/figurinhas/225-hai-16;
10227;226 - HAI 17;FIGURINHAS;;1.50;1.50;NAO;16;SIM;https://images.tcdn.com.br/img/img_prod/1457323/226_hai_17_10227_1_3c08fdf37c7755e8559e09c3f554657a.png;https://www.mgafigurinhas.com.br/figurinhas/226-hai-17;
10229;227 - HAI 18;FIGURINHAS;;1.50;1.50;NAO;16;SIM;https://images.tcdn.com.br/img/img_prod/1457323/227_hai_18_10229_1_e0fa2168e1d8651cea72e51251a4cb7d.png;https://www.mgafigurinhas.com.br/figurinhas/227-hai-18;
10231;228 - HAI 19;FIGURINHAS;;1.50;1.50;NAO;7;SIM;https://images.tcdn.com.br/img/img_prod/1457323/228_hai_19_10231_1_0030ca7c2e2304bce06e8b96517b0add.png;https://www.mgafigurinhas.com.br/figurinhas/228-hai-19;
11753;229 - HAI 20;FIGURINHAS;;1.50;1.50;NAO;17;SIM;https://images.tcdn.com.br/img/img_prod/1457323/229_hai_20_11753_1_75b78220bca6059767d31021d7e4ac24.png;https://www.mgafigurinhas.com.br/figurinhas/229-hai-20;
11755;230 - SCO 01;FIGURINHAS;;5.00;5.00;NAO;21;SIM;https://images.tcdn.com.br/img/img_prod/1457323/230_sco_01_11755_1_cd40822e2e9afa41aceaaa0601ce9f52.png;https://www.mgafigurinhas.com.br/figurinhas/230-sco-01;
10237;231 - SCO 02;FIGURINHAS;;1.50;1.50;NAO;62;SIM;https://images.tcdn.com.br/img/img_prod/1457323/231_sco_02_10237_1_b7f952587993e1f62ae2942357f9991b.png;https://www.mgafigurinhas.com.br/figurinhas/231-sco-02;
10239;232 - SCO 03;FIGURINHAS;;1.50;1.50;NAO;80;SIM;https://images.tcdn.com.br/img/img_prod/1457323/232_sco_03_10239_1_3f04619a89455c632c2f1ff60b370828.png;https://www.mgafigurinhas.com.br/figurinhas/232-sco-03;
10243;233 - SCO 04;FIGURINHAS;;1.50;1.50;NAO;31;SIM;https://images.tcdn.com.br/img/img_prod/1457323/233_sco_04_10243_1_e2fdda7b596be89b3bd9edbb0a35355c.png;https://www.mgafigurinhas.com.br/figurinhas/233-sco-04;
11757;234 - SCO 05;FIGURINHAS;;1.50;1.50;NAO;34;SIM;https://images.tcdn.com.br/img/img_prod/1457323/234_sco_05_11757_1_b1d1f585b2fad492747a046abb153018.png;https://www.mgafigurinhas.com.br/figurinhas/234-sco-05;
10245;235 - SCO 06;FIGURINHAS;;1.50;1.50;NAO;18;SIM;https://images.tcdn.com.br/img/img_prod/1457323/235_sco_06_10245_1_dcb6909210a0408477540506bcaa2716.png;https://www.mgafigurinhas.com.br/figurinhas/235-sco-06;
11759;236 - SCO 07;FIGURINHAS;;1.50;1.50;NAO;12;SIM;https://images.tcdn.com.br/img/img_prod/1457323/236_sco_07_11759_1_4c7fb2d1a7418ea05926f1fe383b2513.png;https://www.mgafigurinhas.com.br/figurinhas/236-sco-07;
10251;237 - SCO 08;FIGURINHAS;;1.50;1.50;NAO;28;SIM;https://images.tcdn.com.br/img/img_prod/1457323/237_sco_08_10251_1_bf83c2bb31fbfc9f038bdf479c2876c6.png;https://www.mgafigurinhas.com.br/figurinhas/237-sco-08;
10253;238 - SCO 09;FIGURINHAS;;1.50;1.50;NAO;36;SIM;https://images.tcdn.com.br/img/img_prod/1457323/238_sco_09_10253_1_cd250772e621186745d7d368c2bea34d.png;https://www.mgafigurinhas.com.br/figurinhas/238-sco-09;
10255;239 - SCO 10;FIGURINHAS;;1.50;1.50;NAO;18;SIM;https://images.tcdn.com.br/img/img_prod/1457323/239_sco_10_10255_1_cbf461c6f7622d41c6bb902ea865064f.png;https://www.mgafigurinhas.com.br/figurinhas/239-sco-10;
10257;240 - SCO 11;FIGURINHAS;;1.50;1.50;NAO;19;SIM;https://images.tcdn.com.br/img/img_prod/1457323/240_sco_11_10257_1_950db1cc9819903c18720811b920cfe7.png;https://www.mgafigurinhas.com.br/figurinhas/240-sco-11;
11761;241 - SCO 12;FIGURINHAS;;1.50;1.50;NAO;16;SIM;https://images.tcdn.com.br/img/img_prod/1457323/241_sco_12_11761_1_50229d606235e0126019bbf07d8794cc.png;https://www.mgafigurinhas.com.br/figurinhas/241-sco-12;
10261;242 - SCO 13;FIGURINHAS;;3.00;3.00;NAO;81;SIM;https://images.tcdn.com.br/img/img_prod/1457323/242_sco_13_10261_1_723f3f788bf5483fee06f8468935d155.png;https://www.mgafigurinhas.com.br/figurinhas/242-sco-13;
10265;243 - SCO 14;FIGURINHAS;;1.50;1.50;NAO;9;SIM;https://images.tcdn.com.br/img/img_prod/1457323/243_sco_14_10265_1_7ea73f5af5a2b86b24ee3e1144b07e9e.png;https://www.mgafigurinhas.com.br/figurinhas/243-sco-14;
10263;244 - SCO 15;FIGURINHAS;;1.50;1.50;NAO;8;SIM;https://images.tcdn.com.br/img/img_prod/1457323/244_sco_15_10263_1_0442d705e5000c7538930bc4a9282507.png;https://www.mgafigurinhas.com.br/figurinhas/244-sco-15;
10267;245 - SCO 16;FIGURINHAS;;1.50;1.50;NAO;12;SIM;https://images.tcdn.com.br/img/img_prod/1457323/245_sco_16_10267_1_694f513ae9bebdae44df539ef63ccd80.png;https://www.mgafigurinhas.com.br/figurinhas/245-sco-16;
10269;246 - SCO 17;FIGURINHAS;;1.50;1.50;NAO;19;SIM;https://images.tcdn.com.br/img/img_prod/1457323/246_sco_17_10269_1_df951501ce1b4886d90b9527f958b44b.png;https://www.mgafigurinhas.com.br/figurinhas/246-sco-17;
10271;247 - SCO 18;FIGURINHAS;;1.50;1.50;NAO;11;SIM;https://images.tcdn.com.br/img/img_prod/1457323/247_sco_18_10271_1_5a783699184e49ed2631088b4b0130e0.png;https://www.mgafigurinhas.com.br/figurinhas/247-sco-18;
10273;248 - SCO 19;FIGURINHAS;;1.50;1.50;NAO;8;SIM;https://images.tcdn.com.br/img/img_prod/1457323/248_sco_19_10273_1_e74d593e3b563f6016e2db13082bdeb3.png;https://www.mgafigurinhas.com.br/figurinhas/248-sco-19;
10275;249 - SCO 20;FIGURINHAS;;1.50;1.50;NAO;5;SIM;https://images.tcdn.com.br/img/img_prod/1457323/249_sco_20_10275_1_9fccde65ab52622ddf2f7b56f4dbc0b4.png;https://www.mgafigurinhas.com.br/figurinhas/249-sco-20;
10277;250 - USA 01;FIGURINHAS;;10.00;10.00;NAO;24;SIM;https://images.tcdn.com.br/img/img_prod/1457323/250_eua_01_10277_1_5b361c7c18a6cb216b7352b7a798f5b6.png;https://www.mgafigurinhas.com.br/figurinhas/250-eua-01;
10279;251 - USA 02;FIGURINHAS;;1.50;1.50;NAO;9;SIM;https://images.tcdn.com.br/img/img_prod/1457323/251_eua_02_10279_1_df23a158e6547f38c773428fa7ebe92e.png;https://www.mgafigurinhas.com.br/figurinhas/251-eua-02;
10281;252 - USA 03;FIGURINHAS;;1.50;1.50;NAO;6;SIM;https://images.tcdn.com.br/img/img_prod/1457323/252_eua_03_10281_1_08a1d2e820a7f551f7bfc8b6fb3738b2.png;https://www.mgafigurinhas.com.br/figurinhas/252-eua-03;
10287;255 - USA 06;FIGURINHAS;;1.50;1.50;NAO;9;SIM;https://images.tcdn.com.br/img/img_prod/1457323/255_eua_06_10287_1_2a3489e6b1323daef7931269ddebb218.png;https://www.mgafigurinhas.com.br/figurinhas/255-eua-06;
10289;256 - USA 07;FIGURINHAS;;1.50;1.50;NAO;3;SIM;https://images.tcdn.com.br/img/img_prod/1457323/256_eua_07_10289_1_a50de5a57883a22e449d44a0cdbee10d.png;https://www.mgafigurinhas.com.br/figurinhas/256-eua-07;
10291;257 - USA 08;FIGURINHAS;;1.50;1.50;NAO;1;SIM;https://images.tcdn.com.br/img/img_prod/1457323/257_eua_08_10291_1_1b85c17eb0abfca2b895283fb8ad08de.png;https://www.mgafigurinhas.com.br/figurinhas/257-eua-08;
10293;258 - USA 09;FIGURINHAS;;1.50;1.50;NAO;;NAO;https://images.tcdn.com.br/img/img_prod/1457323/258_eua_09_10293_1_95c94fa37ad0928dcbd18ec1523fda6b.png;https://www.mgafigurinhas.com.br/figurinhas/258-eua-09;
10297;260 - USA 11;FIGURINHAS;;1.50;1.50;NAO;9;SIM;https://images.tcdn.com.br/img/img_prod/1457323/260_eua_11_10297_1_84083fd9451338e2a336c87d5560a777.png;https://www.mgafigurinhas.com.br/figurinhas/260-eua-11;
10299;261 - USA 12;FIGURINHAS;;1.50;1.50;NAO;;NAO;https://images.tcdn.com.br/img/img_prod/1457323/261_eua_12_10299_1_16af422b550432300d2cdcb714e3f568.png;https://www.mgafigurinhas.com.br/figurinhas/261-eua-12;
10305;262 - USA 13;FIGURINHAS;;3.00;3.00;NAO;19;SIM;https://images.tcdn.com.br/img/img_prod/1457323/262_eua_13_10305_1_c4f5643890445cd8b4588d28dfcb8ab4.png;https://www.mgafigurinhas.com.br/figurinhas/262-eua-13;
10303;263 - USA 14;FIGURINHAS;;1.50;1.50;NAO;5;SIM;https://images.tcdn.com.br/img/img_prod/1457323/263_eua_14_10303_1_495a360b99bc21014db17530dcd39fb9.png;https://www.mgafigurinhas.com.br/figurinhas/263-eua-14;
11763;264 - USA 15;FIGURINHAS;;1.50;1.50;NAO;22;SIM;https://images.tcdn.com.br/img/img_prod/1457323/264_eua_15_11763_1_27fe632bcd8e5b9b75514a2c159ff6fb.png;https://www.mgafigurinhas.com.br/figurinhas/264-eua-15;
10307;265 - USA 16;FIGURINHAS;;1.50;1.50;NAO;22;SIM;https://images.tcdn.com.br/img/img_prod/1457323/265_eua_16_10307_1_d26495427eee620efd3f2dfc2b76ca5f.png;https://www.mgafigurinhas.com.br/figurinhas/265-eua-16;
10311;266 - USA 17;FIGURINHAS;;1.50;1.50;NAO;23;SIM;https://images.tcdn.com.br/img/img_prod/1457323/266_eua_17_10311_1_4a834c40969bd00b9f37b9557a76bfa5.png;https://www.mgafigurinhas.com.br/figurinhas/266-eua-17;
10313;267 - USA 18;FIGURINHAS;;1.50;1.50;NAO;20;SIM;https://images.tcdn.com.br/img/img_prod/1457323/267_eua_18_10313_1_e3715956247cb24cd02729fdcba2e020.png;https://www.mgafigurinhas.com.br/figurinhas/267-eua-18;
11765;268 - USA 19;FIGURINHAS;;1.50;1.50;NAO;20;SIM;https://images.tcdn.com.br/img/img_prod/1457323/268_eua_19_11765_1_11d3b3298b96c69896097084be587f41.png;https://www.mgafigurinhas.com.br/figurinhas/268-eua-19;
10317;269 - USA 20;FIGURINHAS;;1.50;1.50;NAO;25;SIM;https://images.tcdn.com.br/img/img_prod/1457323/269_eua_20_10317_1_ff962cc9ff8e5e9ab16ffa57b7f07817.png;https://www.mgafigurinhas.com.br/figurinhas/269-eua-20;
10319;270 - PAR 01;FIGURINHAS;;5.00;5.00;NAO;16;SIM;https://images.tcdn.com.br/img/img_prod/1457323/270_par_01_10319_1_003c846c7203804406eaece69d0d6979.png;https://www.mgafigurinhas.com.br/figurinhas/270-par-01;
10321;271 - PAR 02;FIGURINHAS;;1.50;1.50;NAO;12;SIM;https://images.tcdn.com.br/img/img_prod/1457323/271_par_02_10321_1_1fc8cc85ce63ca5057e97f00529d5172.png;https://www.mgafigurinhas.com.br/figurinhas/271-par-02;
10323;272 - PAR 03;FIGURINHAS;;1.50;1.50;NAO;8;SIM;https://images.tcdn.com.br/img/img_prod/1457323/272_par_03_10323_1_f76bec739c8b00563a1a24b8aac6758a.png;https://www.mgafigurinhas.com.br/figurinhas/272-par-03;
10325;273 - PAR 04;FIGURINHAS;;1.50;1.50;NAO;22;SIM;https://images.tcdn.com.br/img/img_prod/1457323/273_par_04_10325_1_a56bf81c3eb5b1ae5e2f3eaa65f00f77.png;https://www.mgafigurinhas.com.br/figurinhas/273-par-04;
10327;274 - PAR 05;FIGURINHAS;;1.50;1.50;NAO;16;SIM;https://images.tcdn.com.br/img/img_prod/1457323/274_par_05_10327_1_f05aaac93e5e96f9affd1c8779e59419.png;https://www.mgafigurinhas.com.br/figurinhas/274-par-05;
10329;275 - PAR 06;FIGURINHAS;;1.50;1.50;NAO;11;SIM;https://images.tcdn.com.br/img/img_prod/1457323/275_par_06_10329_1_47cbfb4d4a561aead105f94e8fa08905.png;https://www.mgafigurinhas.com.br/figurinhas/275-par-06;
10331;276 - PAR 07;FIGURINHAS;;1.50;1.50;NAO;7;SIM;https://images.tcdn.com.br/img/img_prod/1457323/276_par_07_10331_1_2ecd13dd80da4da61cc7b083805bc027.png;https://www.mgafigurinhas.com.br/figurinhas/276-par-07;
10333;277 - PAR 08;FIGURINHAS;;1.50;1.50;NAO;27;SIM;https://images.tcdn.com.br/img/img_prod/1457323/277_par_08_10333_1_5c29ca0246c3ebcc600fde4edd5268d2.png;https://www.mgafigurinhas.com.br/figurinhas/277-par-08;
10335;278 - PAR 09;FIGURINHAS;;1.50;1.50;NAO;13;SIM;https://images.tcdn.com.br/img/img_prod/1457323/278_par_09_10335_1_83d4c29785112ced9bef754c401bd057.png;https://www.mgafigurinhas.com.br/figurinhas/278-par-09;
10337;279 - PAR 10;FIGURINHAS;;1.50;1.50;NAO;12;SIM;https://images.tcdn.com.br/img/img_prod/1457323/279_par_10_10337_1_8f05b14c5a42293cf0f4c120ce0a4156.png;https://www.mgafigurinhas.com.br/figurinhas/279-par-10;
10339;280 - PAR 11;FIGURINHAS;;1.50;1.50;NAO;4;SIM;https://images.tcdn.com.br/img/img_prod/1457323/280_par_11_10339_1_1f9b2ba9051f6a9dd301a993c043ac97.png;https://www.mgafigurinhas.com.br/figurinhas/280-par-11;
10341;281 - PAR 12;FIGURINHAS;;1.50;1.50;NAO;19;SIM;https://images.tcdn.com.br/img/img_prod/1457323/281_par_12_10341_1_c91643a5c5636492f8df09d621ed74ad.png;https://www.mgafigurinhas.com.br/figurinhas/281-par-12;
10343;282 - PAR 13;FIGURINHAS;;3.00;3.00;NAO;81;SIM;https://images.tcdn.com.br/img/img_prod/1457323/282_par_13_10343_1_c095d07387f668fad69ff1081704f7a5.png;https://www.mgafigurinhas.com.br/figurinhas/282-par-13;
10345;283 - PAR 14;FIGURINHAS;;1.50;1.50;NAO;15;SIM;https://images.tcdn.com.br/img/img_prod/1457323/283_par_14_10345_1_e33b50226192dff2432c0896a60d2809.png;https://www.mgafigurinhas.com.br/figurinhas/283-par-14;
10347;284 - PAR 15;FIGURINHAS;;1.50;1.50;NAO;11;SIM;https://images.tcdn.com.br/img/img_prod/1457323/284_par_15_10347_1_218fb48a1e5b8c0c2ca8260b06f4fef3.png;https://www.mgafigurinhas.com.br/figurinhas/284-par-15;
10349;285 - PAR 16;FIGURINHAS;;1.50;1.50;NAO;26;SIM;https://images.tcdn.com.br/img/img_prod/1457323/285_par_16_10349_1_bf9c0afba201591d02ca961b1f46d17d.png;https://www.mgafigurinhas.com.br/figurinhas/285-par-16;
10351;286 - PAR 17;FIGURINHAS;;1.50;1.50;NAO;20;SIM;https://images.tcdn.com.br/img/img_prod/1457323/286_par_17_10351_1_2f212b0fc6dcc3237ca2aa5bba4eec54.png;https://www.mgafigurinhas.com.br/figurinhas/286-par-17;
10353;287 - PAR 18;FIGURINHAS;;1.50;1.50;NAO;13;SIM;https://images.tcdn.com.br/img/img_prod/1457323/287_par_18_10353_1_1aaf80db7cba127b5bb9f5175ef82c4e.png;https://www.mgafigurinhas.com.br/figurinhas/287-par-18;
10355;288 - PAR 19;FIGURINHAS;;1.50;1.50;NAO;12;SIM;https://images.tcdn.com.br/img/img_prod/1457323/288_par_19_10355_1_de7445c26b78177b80108318951afd41.png;https://www.mgafigurinhas.com.br/figurinhas/288-par-19;
10357;289 - PAR 20;FIGURINHAS;;1.50;1.50;NAO;25;SIM;https://images.tcdn.com.br/img/img_prod/1457323/289_par_20_10357_1_d515f3c357ebf7babe220241396727ab.png;https://www.mgafigurinhas.com.br/figurinhas/289-par-20;
10359;290 - AUS 01;FIGURINHAS;;5.00;5.00;NAO;21;SIM;https://images.tcdn.com.br/img/img_prod/1457323/290_aus_01_10359_1_e5c6b86e8eacd3b4e6b1aa188fdaaca6.png;https://www.mgafigurinhas.com.br/figurinhas/290-aus-01;
11767;291 - AUS 02;FIGURINHAS;;1.50;1.50;NAO;6;SIM;https://images.tcdn.com.br/img/img_prod/1457323/291_aus_02_11767_1_0443c1a9deb08517b0ef09784c2d9c21.png;https://www.mgafigurinhas.com.br/figurinhas/291-aus-02;
10363;292 - AUS 03;FIGURINHAS;;1.50;1.50;NAO;9;SIM;https://images.tcdn.com.br/img/img_prod/1457323/292_aus_03_10363_1_8c5b49e906f825c3bd3ccca938635b40.png;https://www.mgafigurinhas.com.br/figurinhas/292-aus-03;
10365;293 - AUS 04;FIGURINHAS;;1.50;1.50;NAO;7;SIM;https://images.tcdn.com.br/img/img_prod/1457323/293_aus_04_10365_1_3c8d231275828bf187c2c210cac6cd2c.png;https://www.mgafigurinhas.com.br/figurinhas/293-aus-04;
10367;294 - AUS 05;FIGURINHAS;;1.50;1.50;NAO;14;SIM;https://images.tcdn.com.br/img/img_prod/1457323/294_aus_05_10367_1_afdc5c0b12f7dc47511369af14589f52.png;https://www.mgafigurinhas.com.br/figurinhas/294-aus-05;
10369;295 - AUS 06;FIGURINHAS;;1.50;1.50;NAO;12;SIM;https://images.tcdn.com.br/img/img_prod/1457323/295_aus_06_10369_1_65b74eeff25d734f91b7336ba37b7f66.png;https://www.mgafigurinhas.com.br/figurinhas/295-aus-06;
10371;296 - AUS 07;FIGURINHAS;;1.50;1.50;NAO;27;SIM;https://images.tcdn.com.br/img/img_prod/1457323/296_aus_07_10371_1_adf14907bb60c50aa8a7e21677206d14.png;https://www.mgafigurinhas.com.br/figurinhas/296-aus-07;
10373;297 - AUS 08;FIGURINHAS;;1.50;1.50;NAO;18;SIM;https://images.tcdn.com.br/img/img_prod/1457323/297_aus_08_10373_1_927bdd1f06d835ff8367ddfcb908d597.png;https://www.mgafigurinhas.com.br/figurinhas/297-aus-08;
10377;298 - AUS 09;FIGURINHAS;;1.50;1.50;NAO;16;SIM;https://images.tcdn.com.br/img/img_prod/1457323/298_aus_09_10377_1_84cff9b9aa1746e7eefd39330f1c75e4.png;https://www.mgafigurinhas.com.br/figurinhas/298-aus-09;
10375;299 - AUS 10;FIGURINHAS;;1.50;1.50;NAO;8;SIM;https://images.tcdn.com.br/img/img_prod/1457323/299_aus_10_10375_1_67dd17715443e571159185fdcce5d94b.png;https://www.mgafigurinhas.com.br/figurinhas/299-aus-10;
10379;300 - AUS 11;FIGURINHAS;;1.50;1.50;NAO;27;SIM;https://images.tcdn.com.br/img/img_prod/1457323/300_aus_11_10379_1_f08ef90fdcde14e046c91adb56ffe7ba.png;https://www.mgafigurinhas.com.br/figurinhas/300-aus-11;
10391;301 - AUS 12;FIGURINHAS;;1.50;1.50;NAO;10;SIM;https://images.tcdn.com.br/img/img_prod/1457323/301_aus_12_10391_1_e8444b72f31015a8cd41d02f9803615e.png;https://www.mgafigurinhas.com.br/figurinhas/301-aus-12;
10381;302 - AUS 13;FIGURINHAS;;3.00;3.00;NAO;64;SIM;https://images.tcdn.com.br/img/img_prod/1457323/302_aus_13_10381_1_e7d576c39c0ac52a78cdf9907a08d731.png;https://www.mgafigurinhas.com.br/figurinhas/302-aus-13;
11769;303 - AUS 14;FIGURINHAS;;1.50;1.50;NAO;8;SIM;https://images.tcdn.com.br/img/img_prod/1457323/303_aus_14_11769_1_a8f29ce1c54181debb4bf4e4030203a5.png;https://www.mgafigurinhas.com.br/figurinhas/303-aus-14;
10387;304 - AUS 15;FIGURINHAS;;1.50;1.50;NAO;26;SIM;https://images.tcdn.com.br/img/img_prod/1457323/304_aus_15_10387_1_b76961cc666a57335a102b87d431e1bf.png;https://www.mgafigurinhas.com.br/figurinhas/304-aus-15;
11771;305 - AUS 16;FIGURINHAS;;1.50;1.50;NAO;3;SIM;https://images.tcdn.com.br/img/img_prod/1457323/305_aus_16_11771_1_af6701295b50ba68cb06b4346f6ae1b9.png;https://www.mgafigurinhas.com.br/figurinhas/305-aus-16;
10393;306 - AUS 17;FIGURINHAS;;1.50;1.50;NAO;7;SIM;https://images.tcdn.com.br/img/img_prod/1457323/306_aus_17_10393_1_489cd24e39c46fdbd8298fa7a8df8f4c.png;https://www.mgafigurinhas.com.br/figurinhas/306-aus-17;
10397;307 - AUS 18;FIGURINHAS;;1.50;1.50;NAO;7;SIM;https://images.tcdn.com.br/img/img_prod/1457323/307_aus_18_10397_1_0b043bb5048704fd75b13129f4da011d.png;https://www.mgafigurinhas.com.br/figurinhas/307-aus-18;
10399;308 - AUS 19;FIGURINHAS;;1.50;1.50;NAO;18;SIM;https://images.tcdn.com.br/img/img_prod/1457323/308_aus_19_10399_1_332d8e48291ea8d379ed24e735a34c79.png;https://www.mgafigurinhas.com.br/figurinhas/308-aus-19;
10401;309 - AUS 20;FIGURINHAS;;1.50;1.50;NAO;2;SIM;https://images.tcdn.com.br/img/img_prod/1457323/309_aus_20_10401_1_2d4ab5e07f469d0601959a31d4d88a06.png;https://www.mgafigurinhas.com.br/figurinhas/309-aus-20;
10403;310 - TUR 01;FIGURINHAS;;10.00;10.00;NAO;11;SIM;https://images.tcdn.com.br/img/img_prod/1457323/310_tur_01_10403_1_a411a65b5ca7d7b436f17becda06709f.png;https://www.mgafigurinhas.com.br/figurinhas/310-tur-01;
10405;311 - TUR 02;FIGURINHAS;;1.50;1.50;NAO;3;SIM;https://images.tcdn.com.br/img/img_prod/1457323/311_tur_02_10405_1_33a2045055f0f496838963a64ac13847.png;https://www.mgafigurinhas.com.br/figurinhas/311-tur-02;
10407;312 - TUR 03;FIGURINHAS;;1.50;1.50;NAO;11;SIM;https://images.tcdn.com.br/img/img_prod/1457323/312_tur_03_10407_1_6460fb928a2f7cd0ca7fd1ceafbdc964.png;https://www.mgafigurinhas.com.br/figurinhas/312-tur-03;
10409;313 - TUR 04;FIGURINHAS;;1.50;1.50;NAO;5;SIM;https://images.tcdn.com.br/img/img_prod/1457323/313_tur_04_10409_1_da4a92f755d209fd957e504473469743.png;https://www.mgafigurinhas.com.br/figurinhas/313-tur-04;
10411;314 - TUR 05;FIGURINHAS;;1.50;1.50;NAO;3;SIM;https://images.tcdn.com.br/img/img_prod/1457323/314_tur_05_10411_1_616e82ab3ceb1f11134a5dc687b461c2.png;https://www.mgafigurinhas.com.br/figurinhas/314-tur-05;
10413;315 - TUR 06;FIGURINHAS;;1.50;1.50;NAO;4;SIM;https://images.tcdn.com.br/img/img_prod/1457323/315_tur_06_10413_1_646bb89e0d23a56f6a98d494c1a51994.png;https://www.mgafigurinhas.com.br/figurinhas/315-tur-06;
10415;316 - TUR 07;FIGURINHAS;;1.50;1.50;NAO;6;SIM;https://images.tcdn.com.br/img/img_prod/1457323/316_tur_07_10415_1_fa6641a6a1b6349d74ac7414e0b7c8ef.png;https://www.mgafigurinhas.com.br/figurinhas/316-tur-07;
10417;317 - TUR 08;FIGURINHAS;;1.50;1.50;NAO;4;SIM;https://images.tcdn.com.br/img/img_prod/1457323/317_tur_08_10417_1_053035fed2337a4c421c24dc86b5867b.png;https://www.mgafigurinhas.com.br/figurinhas/317-tur-08;
10419;318 - TUR 09;FIGURINHAS;;1.50;1.50;NAO;6;SIM;https://images.tcdn.com.br/img/img_prod/1457323/318_tur_09_10419_1_dfe95f1ad2c54624f5cf01a6c2b7b70b.png;https://www.mgafigurinhas.com.br/figurinhas/318-tur-09;
10421;319 - TUR 10;FIGURINHAS;;1.50;1.50;NAO;20;SIM;https://images.tcdn.com.br/img/img_prod/1457323/319_tur_10_10421_1_c0e45683ccb9e71b13a76eb56fd1430f.png;https://www.mgafigurinhas.com.br/figurinhas/319-tur-10;
10423;320 - TUR 11;FIGURINHAS;;1.50;1.50;NAO;20;SIM;https://images.tcdn.com.br/img/img_prod/1457323/320_tur_11_10423_1_35846c8e8ecd3f51d306a14a28b06215.png;https://www.mgafigurinhas.com.br/figurinhas/320-tur-11;
10425;321 - TUR 12;FIGURINHAS;;1.50;1.50;NAO;18;SIM;https://images.tcdn.com.br/img/img_prod/1457323/321_tur_12_10425_1_2398b91235cefd22737f86661954b3ec.png;https://www.mgafigurinhas.com.br/figurinhas/321-tur-12;
10427;322 - TUR 13;FIGURINHAS;;3.00;3.00;NAO;9;SIM;https://images.tcdn.com.br/img/img_prod/1457323/322_tur_13_10427_1_a818845946d192701ab61cd561579c15.png;https://www.mgafigurinhas.com.br/figurinhas/322-tur-13;
10429;323 - TUR 14;FIGURINHAS;;1.50;1.50;NAO;20;SIM;https://images.tcdn.com.br/img/img_prod/1457323/323_tur_14_10429_1_75357c323d14604f9fb83154a7807e7b.png;https://www.mgafigurinhas.com.br/figurinhas/323-tur-14;
